103079215283,MEMBER,<empty>,<empty>,*mData,14,,<empty>,381,mData,,,10,,clangimport.Data*
103079215284,MEMBER,<empty>,<empty>,&mErrorLogger,17,,<empty>,265,mErrorLogger,,,14,,ErrorLogger&
103079215285,MEMBER,<empty>,<empty>,& mSettings,19,,<empty>,266,mSettings,,,15,,Settings&
103079215286,MEMBER,<empty>,<empty>,& mSuppressions,17,,<empty>,267,mSuppressions,,,16,,Suppressions&
103079215287,MEMBER,<empty>,<empty>,mUseGlobalSuppressions,10,,<empty>,268,mUseGlobalSuppressions,,,17,,bool
103079215288,MEMBER,<empty>,<empty>,mErrorList,37,,<empty>,271,mErrorList,,,18,,std.unordered_set<std.string>
103079215289,MEMBER,<empty>,<empty>,mRemarkComments,32,,<empty>,273,mRemarkComments,,,19,,std.vector<RemarkComment>
103079215290,MEMBER,<empty>,<empty>,mLocationMacros,47,,<empty>,276,mLocationMacros,,,21,,"std.map<Location,std.set<std.string>>"
103079215291,MEMBER,<empty>,<empty>,mPlistFile,19,,<empty>,278,mPlistFile,,,22,,std.ofstream
103079215292,MEMBER,<empty>,<empty>,mExitCode{},18,,<empty>,280,mExitCode,,,23,,unsigned int
103079215293,MEMBER,<empty>,<empty>,* mAnalyzerInformation{},24,,<empty>,282,mAnalyzerInformation,,,24,,AnalyzerInformation*
103079215294,MEMBER,<empty>,<empty>,mFilenames,34,,<empty>,299,mFilenames,,,4,,std.vector<std.string>
103079215295,MEMBER,<empty>,<empty>,*token,17,,<empty>,43,token,,,4,,Token*
103079215296,MEMBER,<empty>,<empty>,type,10,,<empty>,46,type,,,7,,Type
103079215297,MEMBER,<empty>,<empty>,id,20,,<empty>,127,id,,,3,,shortunsigned
103079215298,MEMBER,<empty>,<empty>,file,21,,<empty>,92,file,,,4,,FileWithDetails
103079215299,MEMBER,<empty>,<empty>,Continue,46,,<empty>,49,Continue,,,1,,std.uint8_t
103079215300,MEMBER,<empty>,<empty>,Break,56,,<empty>,49,Break,,,2,,std.uint8_t
103079215301,MEMBER,<empty>,<empty>,Skip,63,,<empty>,49,Skip,,,3,,std.uint8_t
103079215302,MEMBER,<empty>,<empty>,* endBlock = nullptr,18,,<empty>,72,endBlock,,,2,,Token*
103079215303,MEMBER,<empty>,<empty>,action = Analyzer::Action::None,30,,<empty>,73,action,,,3,,Analyzer.Action
103079215304,MEMBER,<empty>,<empty>,check = false,18,,<empty>,74,check,,,4,,bool
103079215305,MEMBER,<empty>,<empty>,escape = false,18,,<empty>,75,escape,,,5,,bool
103079215306,MEMBER,<empty>,<empty>,escapeUnknown = false,18,,<empty>,76,escapeUnknown,,,6,,bool
103079215307,MEMBER,<empty>,<empty>,active = false,18,,<empty>,77,active,,,7,,bool
103079215308,MEMBER,<empty>,<empty>,analyzer,28,,<empty>,53,analyzer,,,3,,ValuePtr<Analyzer>
103079215309,MEMBER,<empty>,<empty>,& tokenList,24,,<empty>,54,tokenList,,,4,,TokenList&
103079215310,MEMBER,<empty>,<empty>,& errorLogger,20,,<empty>,55,errorLogger,,,5,,ErrorLogger&
103079215311,MEMBER,<empty>,<empty>,& settings,23,,<empty>,56,settings,,,6,,Settings&
103079215312,MEMBER,<empty>,<empty>,actions,26,,<empty>,57,actions,,,7,,Analyzer.Action
103079215313,MEMBER,<empty>,<empty>,analyzeOnly{},14,,<empty>,58,analyzeOnly,,,8,,bool
103079215314,MEMBER,<empty>,<empty>,analyzeTerminate{},14,,<empty>,59,analyzeTerminate,,,9,,bool
103079215315,MEMBER,<empty>,<empty>,terminate = Analyzer::Terminate::None,29,,<empty>,60,terminate,,,10,,Analyzer.Terminate
